type, ID, parentID, startX, startY, startZ, endX, endY, endZ, radius, volume, growthVolume, length, growthLength, vesselVolume, distanceToTwig, FittingType, averagePointDistance, maxPointDistance, qualityFlag,segmentID, parentSegmentID, segmentMedianRadius, segmentGrowthVolume, segmentGrowthLength, branchOrder, reverseBranchOrder, reversePipeRadiusBranchorder, reversePipeAreaBranchorder, branchID, treeID, treeSpecies, translateX, translateY, translatez, gvA, gvB, gvC, glA, glB, glC
cylinder, 523, 522, -0.377122, 1.853179, 2.455652, -0.398376, 1.852003, 2.477664, 0.046377, 0.000207, 0.013203, 0.030621, 2.718376, 3.040083, 2.359379, MEDIAN, 0.019888, 0.018194, 0, 24, 23, 0.053276, 0.014061, 2.863573, 1, 2, 1.414214, 2, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 524, 523, -0.398376, 1.852003, 2.477664, -0.376110, 1.867090, 2.574071, 0.046377, 0.000676, 0.012996, 0.100089, 2.687755, 2.978841, 2.328758, MEDIAN, 0.020904, 0.018194, 0, 24, 23, 0.053276, 0.014061, 2.863573, 1, 2, 1.414214, 2, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 525, 524, -0.376110, 1.867090, 2.574071, -0.358431, 1.881801, 2.622948, 0.050472, 0.000432, 0.012319, 0.054017, 2.587666, 2.778663, 2.228669, SPHEREFOLLOWING, 0.044899, 0.018194, 0, 24, 23, 0.053276, 0.014061, 2.863573, 1, 2, 1.414214, 2, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 526, 525, -0.358431, 1.881801, 2.622948, -0.360967, 1.891457, 2.676950, 0.055110, 0.000524, 0.011887, 0.054918, 2.533649, 2.670629, 2.174652, SPHEREFOLLOWING, 0.024381, 0.018194, 0, 24, 23, 0.053276, 0.014061, 2.863573, 1, 2, 1.414214, 2, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 527, 526, -0.360967, 1.891457, 2.676950, -0.343830, 1.876883, 2.755869, 0.055653, 0.000798, 0.011363, 0.082062, 2.478732, 2.560794, 2.119734, SPHEREFOLLOWING, 0.018634, 0.018194, 0, 24, 23, 0.053276, 0.014061, 2.863573, 1, 2, 1.414214, 2, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 528, 527, -0.343830, 1.876883, 2.755869, -0.373795, 1.875806, 2.845372, 0.050472, 0.000755, 0.009796, 0.094392, 2.037672, 2.037672, 2.037672, MEDIAN, 0.014444, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 529, 528, -0.373795, 1.875806, 2.845372, -0.381551, 1.872186, 2.937539, 0.048990, 0.000698, 0.009041, 0.092563, 1.943280, 1.943280, 1.943280, SPHEREFOLLOWING, 0.019492, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 530, 529, -0.381551, 1.872186, 2.937539, -0.333506, 1.883177, 2.993577, 0.053885, 0.000681, 0.008343, 0.074628, 1.850717, 1.850717, 1.850717, SPHEREFOLLOWING, 0.020729, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 531, 530, -0.333506, 1.883177, 2.993577, -0.369145, 1.865220, 3.085706, 0.048990, 0.000757, 0.007662, 0.100401, 1.776088, 1.776088, 1.776088, MEDIAN, 0.014752, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 532, 531, -0.369145, 1.865220, 3.085706, -0.363616, 1.870743, 3.137460, 0.043334, 0.000309, 0.006905, 0.052341, 1.675687, 1.675687, 1.675687, SPHEREFOLLOWING, 0.010357, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 533, 532, -0.363616, 1.870743, 3.137460, -0.358121, 1.882939, 3.219166, 0.046403, 0.000560, 0.006596, 0.082794, 1.623347, 1.623347, 1.623347, SPHEREFOLLOWING, 0.009653, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 534, 533, -0.358121, 1.882939, 3.219166, -0.381704, 1.886592, 3.284404, 0.043334, 0.000410, 0.006036, 0.069465, 1.540553, 1.540553, 1.540553, MEDIAN, 0.010831, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 535, 534, -0.381704, 1.886592, 3.284404, -0.376882, 1.905711, 3.368299, 0.040547, 0.000445, 0.005626, 0.086182, 1.471087, 1.471087, 1.471087, SPHEREFOLLOWING, 0.011758, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 536, 535, -0.376882, 1.905711, 3.368299, -0.378102, 1.903725, 3.432432, 0.042585, 0.000366, 0.005181, 0.064175, 1.384906, 1.384906, 1.384906, SPHEREFOLLOWING, 0.015123, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 537, 536, -0.378102, 1.903725, 3.432432, -0.365755, 1.904258, 3.495501, 0.037836, 0.000289, 0.004815, 0.064268, 1.320731, 1.320731, 1.320731, SPHEREFOLLOWING, 0.013078, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 538, 537, -0.365755, 1.904258, 3.495501, -0.354063, 1.908251, 3.557228, 0.042585, 0.000359, 0.004526, 0.062952, 1.256463, 1.256463, 1.256463, MEDIAN, 0.022584, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 539, 538, -0.354063, 1.908251, 3.557228, -0.358818, 1.899621, 3.604248, 0.048550, 0.000356, 0.004168, 0.048041, 1.193511, 1.193511, 1.193511, SPHEREFOLLOWING, 0.013574, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 540, 539, -0.358818, 1.899621, 3.604248, -0.340444, 1.901157, 3.689713, 0.048779, 0.000654, 0.003812, 0.087432, 1.145470, 1.145470, 1.145470, SPHEREFOLLOWING, 0.028401, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 541, 540, -0.340444, 1.901157, 3.689713, -0.306779, 1.906753, 3.736356, 0.048550, 0.000428, 0.003158, 0.057795, 1.058038, 1.058038, 1.058038, MEDIAN, 0.035430, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 542, 541, -0.306779, 1.906753, 3.736356, -0.294083, 1.934277, 3.814433, 0.048550, 0.000620, 0.002730, 0.083754, 1.000243, 1.000243, 1.000243, MEDIAN, 0.015452, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 543, 542, -0.294083, 1.934277, 3.814433, -0.281215, 1.944157, 3.884472, 0.032224, 0.000235, 0.002110, 0.071893, 0.916489, 0.916489, 0.916489, ALLOMETRICVESSELVOLUME, 0.016908, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 544, 543, -0.281215, 1.944157, 3.884472, -0.271284, 1.939823, 3.942075, 0.031545, 0.000183, 0.001876, 0.058613, 0.844596, 0.844596, 0.844596, ALLOMETRICVESSELVOLUME, 0.011547, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 545, 544, -0.271284, 1.939823, 3.942075, -0.262392, 1.933955, 3.973532, 0.030959, 0.000100, 0.001693, 0.033212, 0.785982, 0.785982, 0.785982, ALLOMETRICVESSELVOLUME, 0.011472, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 546, 545, -0.262392, 1.933955, 3.973532, -0.259351, 1.960942, 4.041478, 0.030613, 0.000215, 0.001593, 0.073172, 0.752771, 0.752771, 0.752771, ALLOMETRICVESSELVOLUME, 0.013205, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 547, 546, -0.259351, 1.960942, 4.041478, -0.217015, 1.962661, 4.145802, 0.029808, 0.000314, 0.001377, 0.112600, 0.679598, 0.679598, 0.679598, ALLOMETRICVESSELVOLUME, 0.026546, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 548, 547, -0.217015, 1.962661, 4.145802, -0.201281, 1.962274, 4.216994, 0.028433, 0.000185, 0.001063, 0.072912, 0.566998, 0.566998, 0.566998, ALLOMETRICVESSELVOLUME, 0.030444, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 549, 548, -0.201281, 1.962274, 4.216994, -0.220362, 1.976704, 4.256661, 0.027432, 0.000110, 0.000878, 0.046322, 0.494087, 0.494087, 0.494087, ALLOMETRICVESSELVOLUME, 0.020310, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 550, 549, -0.220362, 1.976704, 4.256661, -0.184185, 1.937354, 4.301370, 0.026737, 0.000156, 0.000768, 0.069685, 0.447765, 0.447765, 0.447765, ALLOMETRICVESSELVOLUME, 0.021476, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 551, 550, -0.184185, 1.937354, 4.301370, -0.167735, 1.929926, 4.395579, 0.025584, 0.000197, 0.000612, 0.095923, 0.378080, 0.378080, 0.378080, ALLOMETRICVESSELVOLUME, 0.010818, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 552, 551, -0.167735, 1.929926, 4.395579, -0.178461, 1.955929, 4.464825, 0.023705, 0.000132, 0.000414, 0.074741, 0.282157, 0.282157, 0.282157, ALLOMETRICVESSELVOLUME, 0.024555, 0.018194, 0, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 553, 552, -0.178461, 1.955929, 4.464825, -0.079709, 1.964360, 4.541666, 0.021878, 0.000189, 0.000282, 0.125410, 0.207416, 0.207416, 0.207416, ALLOMETRICVESSELVOLUME, 0.012710, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 554, 553, -0.079709, 1.964360, 4.541666, -0.075606, 1.980391, 4.621985, 0.019086, 0.000094, 0.000094, 0.082006, 0.082006, 0.082006, 0.082006, SPHEREFOLLOWING, 0.009856, 0.018194, 1, 25, 24, 0.046403, 0.003158, 1.058038, 1, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 555, 527, -0.343830, 1.876883, 2.755869, -0.291717, 1.973705, 2.796594, 0.035047, 0.000452, 0.000769, 0.117255, 0.358998, 0.358998, 0.358998, SPHEREFOLLOWING, 0.020315, 0.018194, 0, 26, 24, 0.035047, 0.000198, 0.169118, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 556, 555, -0.291717, 1.973705, 2.796594, -0.281864, 1.983291, 2.867905, 0.022769, 0.000118, 0.000316, 0.072624, 0.241742, 0.241742, 0.241742, ALLOMETRICVESSELVOLUME, 0.019975, 0.018194, 0, 26, 24, 0.035047, 0.000198, 0.169118, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 557, 556, -0.281864, 1.983291, 2.867905, -0.270642, 1.991735, 2.922152, 0.022944, 0.000093, 0.000198, 0.056036, 0.169118, 0.169118, 0.169118, SPHEREFOLLOWING, 0.063360, 0.018194, 0, 26, 24, 0.035047, 0.000198, 0.169118, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 558, 557, -0.270642, 1.991735, 2.922152, -0.295644, 1.987478, 2.986280, 0.018679, 0.000076, 0.000105, 0.068961, 0.113082, 0.113082, 0.113082, ALLOMETRICVESSELVOLUME, 0.068537, 0.018194, 0, 26, 24, 0.035047, 0.000198, 0.169118, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 559, 558, -0.295644, 1.987478, 2.986280, -0.266215, 2.000331, 3.016536, 0.014616, 0.000030, 0.000030, 0.044121, 0.044121, 0.044121, 0.044121, ALLOMETRICVESSELVOLUME, 0.006373, 0.018194, 0, 26, 24, 0.035047, 0.000198, 0.169118, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 560, 514, -0.289715, 1.667051, 1.775945, -0.172709, 1.744684, 1.947984, 0.044078, 0.001355, 0.007529, 0.222068, 2.302961, 3.048936, 1.923773, ALLOMETRICVESSELVOLUME, 0.016914, 0.018194, 0, 27, 23, 0.000000, 0.006174, 2.080892, 2, 3, 1.732051, 3, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 561, 560, -0.172709, 1.744684, 1.947984, -0.160000, 1.754426, 2.050376, 0.041335, 0.000556, 0.006174, 0.103637, 2.080892, 2.382730, 1.701704, ALLOMETRICVESSELVOLUME, 0.021554, 0.018194, 0, 27, 23, 0.000000, 0.006174, 2.080892, 2, 3, 1.732051, 3, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 562, 561, -0.160000, 1.754426, 2.050376, -0.141776, 1.796008, 2.133329, 0.038789, 0.000447, 0.005357, 0.094563, 1.772291, 1.866855, 1.598067, ALLOMETRICVESSELVOLUME, 0.017441, 0.018194, 0, 28, 27, 0.000000, 0.005357, 1.772291, 2, 2, 1.414214, 2, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 563, 562, -0.141776, 1.796008, 2.133329, -0.129627, 1.855268, 2.203556, 0.036661, 0.000391, 0.004706, 0.092689, 1.503504, 1.503504, 1.503504, ALLOMETRICVESSELVOLUME, 0.009615, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 564, 563, -0.129627, 1.855268, 2.203556, -0.117221, 1.879433, 2.289074, 0.036058, 0.000367, 0.004314, 0.089728, 1.410815, 1.410815, 1.410815, ALLOMETRICVESSELVOLUME, 0.005909, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 565, 564, -0.117221, 1.879433, 2.289074, -0.126934, 1.904590, 2.357911, 0.052643, 0.000644, 0.003948, 0.073931, 1.321087, 1.321087, 1.321087, SPHEREFOLLOWING, 0.009427, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 566, 565, -0.126934, 1.904590, 2.357911, -0.114217, 1.921058, 2.438713, 0.034918, 0.000320, 0.003304, 0.083438, 1.247156, 1.247156, 1.247156, ALLOMETRICVESSELVOLUME, 0.021037, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 567, 566, -0.114217, 1.921058, 2.438713, -0.092864, 1.931291, 2.496520, 0.034293, 0.000231, 0.002985, 0.062468, 1.163718, 1.163718, 1.163718, ALLOMETRICVESSELVOLUME, 0.017433, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 568, 567, -0.092864, 1.931291, 2.496520, -0.084795, 1.911923, 2.548186, 0.033804, 0.000200, 0.002754, 0.055763, 1.101249, 1.101249, 1.101249, ALLOMETRICVESSELVOLUME, 0.011240, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 569, 568, -0.084795, 1.911923, 2.548186, -0.078850, 1.945505, 2.643988, 0.033349, 0.000355, 0.002554, 0.101692, 1.045486, 1.045486, 1.045486, ALLOMETRICVESSELVOLUME, 0.010796, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 570, 569, -0.078850, 1.945505, 2.643988, -0.066054, 1.969861, 2.714549, 0.032471, 0.000251, 0.002198, 0.075735, 0.943795, 0.943795, 0.943795, ALLOMETRICVESSELVOLUME, 0.013563, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 571, 570, -0.066054, 1.969861, 2.714549, -0.062019, 1.973050, 2.790523, 0.031771, 0.000241, 0.001947, 0.076148, 0.868060, 0.868060, 0.868060, ALLOMETRICVESSELVOLUME, 0.014781, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 572, 571, -0.062019, 1.973050, 2.790523, -0.066319, 1.983598, 2.853169, 0.031020, 0.000192, 0.001706, 0.063673, 0.791912, 0.791912, 0.791912, ALLOMETRICVESSELVOLUME, 0.016107, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 573, 572, -0.066319, 1.983598, 2.853169, -0.067300, 2.001413, 2.900057, 0.030350, 0.000145, 0.001513, 0.050168, 0.728238, 0.728238, 0.728238, ALLOMETRICVESSELVOLUME, 0.026174, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 574, 573, -0.067300, 2.001413, 2.900057, -0.077646, 2.007746, 2.970957, 0.029790, 0.000201, 0.001368, 0.071930, 0.678071, 0.678071, 0.678071, ALLOMETRICVESSELVOLUME, 0.023771, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 575, 574, -0.077646, 2.007746, 2.970957, -0.055423, 2.013406, 3.037221, 0.028932, 0.000184, 0.001168, 0.070120, 0.606141, 0.606141, 0.606141, ALLOMETRICVESSELVOLUME, 0.023471, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 576, 575, -0.055423, 2.013406, 3.037221, -0.072688, 2.034837, 3.072438, 0.028020, 0.000110, 0.000983, 0.044695, 0.536021, 0.536021, 0.536021, ALLOMETRICVESSELVOLUME, 0.021099, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 577, 576, -0.072688, 2.034837, 3.072438, -0.096545, 1.974097, 3.103486, 0.027391, 0.000170, 0.000873, 0.072266, 0.491326, 0.491326, 0.491326, ALLOMETRICVESSELVOLUME, 0.045350, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 578, 577, -0.096545, 1.974097, 3.103486, -0.056158, 2.006746, 3.291253, 0.026279, 0.000423, 0.000703, 0.194817, 0.419060, 0.419060, 0.419060, ALLOMETRICVESSELVOLUME, 0.016574, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 579, 578, -0.056158, 2.006746, 3.291253, -0.026590, 2.026063, 3.334115, 0.022327, 0.000087, 0.000280, 0.055539, 0.224243, 0.224243, 0.224243, ALLOMETRICVESSELVOLUME, 0.012486, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 580, 579, -0.026590, 2.026063, 3.334115, -0.031522, 1.984232, 3.424572, 0.020731, 0.000135, 0.000193, 0.099783, 0.168704, 0.168704, 0.168704, ALLOMETRICVESSELVOLUME, 0.009007, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 581, 580, -0.031522, 1.984232, 3.424572, -0.046748, 2.013323, 3.485168, 0.016417, 0.000058, 0.000058, 0.068920, 0.068920, 0.068920, 0.068920, ALLOMETRICVESSELVOLUME, 0.005877, 0.018194, 0, 29, 28, 0.052643, 0.001706, 0.791912, 2, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 582, 562, -0.141776, 1.796008, 2.133329, -0.164701, 1.769844, 2.244272, 0.020906, 0.000160, 0.000204, 0.116269, 0.174225, 0.174225, 0.174225, ALLOMETRICVESSELVOLUME, 0.071150, 0.018194, 0, 30, 28, 0.000000, 0.000045, 0.057956, 3, 1, 1.000000, 1, 8, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
